Tipo_Ataque,Tasa_Ocurrencia (%),Vector_Infeccion,Nivel_Impacto (1-10),Tiempo_Recuperacion (horas),Costo_Recuperacion (USD)
Rootkit,20,USB,7,196,26466
Ataque DDoS,46,Vulnerabilidad de red,8,108,16594
Ataque DDoS,58,Ingeniería social,8,80,31521
Spyware,48,Descarga de archivos,6,49,4297
Phishing,61,Correo electrónico,6,63,4916
Spyware,34,Descarga de archivos,5,44,1959
Botnet,12,Vulnerabilidad de red,7,129,14228
Ataque DDoS,56,Vulnerabilidad de red,5,62,29563
Ataque DDoS,57,Vulnerabilidad de red,10,25,5256
Ransomware,48,Correo electrónico,7,210,35597
Virus,77,Descarga de archivos,4,43,4718
Gusano (Worm),22,Vulnerabilidad de red,6,135,9707
Gusano (Worm),21,Correo electrónico,5,87,3013
Ransomware,25,Correo electrónico,8,100,39747
Phishing,86,Ingeniería social,6,10,6619
Phishing,62,Ingeniería social,6,41,7265
Virus,67,USB,3,66,3790
Adware,84,Descarga de archivos,2,3,1740
Troyano,33,Ingeniería social,8,100,11471
Ataque DDoS,56,Sitio web comprometido,5,173,9500
Phishing,44,Correo electrónico,7,6,9966
Virus,49,Sitio web comprometido,5,64,3372
Rootkit,18,Vulnerabilidad de red,10,72,9535
Troyano,63,Descarga de archivos,5,48,12543
Gusano (Worm),51,Sitio web comprometido,8,11,19107
Rootkit,7,Descarga de archivos,10,282,24810
Spyware,30,Descarga de archivos,6,6,1378
Rootkit,17,Descarga de archivos,8,44,8265
Troyano,45,Descarga de archivos,8,100,12468
Phishing,77,Correo electrónico,4,67,14422
Ataque DDoS,47,Vulnerabilidad de red,10,18,27111
Gusano (Worm),42,Vulnerabilidad de red,8,42,13123
Phishing,49,Correo electrónico,4,61,2676
Botnet,40,Vulnerabilidad de red,5,75,18086
Spyware,48,Correo electrónico,6,46,1313
Phishing,43,Sitio web comprometido,5,21,14147
Rootkit,24,Vulnerabilidad de red,7,101,11700
Rootkit,6,USB,7,284,14713
Gusano (Worm),36,Vulnerabilidad de red,7,115,12398
Ataque DDoS,44,Ingeniería social,9,158,30419
Virus,70,USB,5,44,2590
Botnet,22,Sitio web comprometido,6,96,14589
Adware,80,Descarga de archivos,2,1,1614
Phishing,82,Ingeniería social,4,20,12110
Phishing,78,Ingeniería social,4,71,12850
Virus,58,Sitio web comprometido,4,41,5838
Botnet,11,Sitio web comprometido,9,38,5397
Phishing,53,Ingeniería social,7,98,9827
Virus,32,Correo electrónico,5,18,4407
Adware,57,Descarga de archivos,1,17,627
Ataque DDoS,26,Sitio web comprometido,10,111,18605
Ransomware,38,Descarga de archivos,9,170,15944
Botnet,36,Descarga de archivos,5,144,9724
Virus,37,Correo electrónico,7,54,690
Spyware,31,Correo electrónico,3,13,5893
Gusano (Worm),35,Vulnerabilidad de red,5,127,1424
Gusano (Worm),26,Vulnerabilidad de red,5,10,5313
Spyware,53,Descarga de archivos,5,37,840
Ransomware,30,Vulnerabilidad de red,10,178,16784
Ransomware,19,Descarga de archivos,7,205,21225
Botnet,17,Correo electrónico,7,84,14814
Botnet,33,Sitio web comprometido,5,169,14189
Ransomware,15,Correo electrónico,7,326,27145
Phishing,61,Sitio web comprometido,7,51,4330
Rootkit,32,USB,9,51,8284
Virus,72,Correo electrónico,7,23,3112
Troyano,39,Correo electrónico,8,120,8735
Phishing,64,Sitio web comprometido,6,27,3185
Ransomware,37,Sitio web comprometido,7,104,33209
Ransomware,31,Sitio web comprometido,10,406,14177
Spyware,49,Descarga de archivos,4,6,3841
Phishing,79,Correo electrónico,4,92,1638
Gusano (Worm),37,Vulnerabilidad de red,6,32,7277
Botnet,41,Correo electrónico,5,128,12482
Adware,39,Descarga de archivos,1,4,1797
Ransomware,32,Sitio web comprometido,9,174,34273
Botnet,17,Correo electrónico,5,100,4803
Troyano,48,Sitio web comprometido,7,68,14713
Virus,78,USB,7,60,3456
Ataque DDoS,41,Vulnerabilidad de red,9,81,15500
Ransomware,16,Correo electrónico,7,201,33362
Phishing,77,Correo electrónico,8,65,2774
Troyano,69,Sitio web comprometido,8,15,17502
Gusano (Worm),54,USB,7,88,5003
Virus,83,Correo electrónico,6,15,844
Phishing,43,Correo electrónico,6,11,8968
Spyware,23,Correo electrónico,5,55,3463
Ransomware,14,Vulnerabilidad de red,10,54,31705
Botnet,45,Correo electrónico,6,89,2877
Troyano,47,Sitio web comprometido,7,100,11335
Botnet,39,Vulnerabilidad de red,6,16,9599
Botnet,23,Vulnerabilidad de red,5,98,21138
Spyware,55,Sitio web comprometido,4,15,4193
Ransomware,45,Vulnerabilidad de red,7,273,9394
Virus,85,Descarga de archivos,6,9,2866
Gusano (Worm),20,Vulnerabilidad de red,8,82,19205
Spyware,27,Sitio web comprometido,6,49,4557
Virus,51,Sitio web comprometido,4,78,7064
Ataque DDoS,16,Vulnerabilidad de red,8,130,10823
Ataque DDoS,36,Vulnerabilidad de red,8,144,21339
Botnet,45,Sitio web comprometido,9,121,17046
Virus,45,USB,5,77,5093
Gusano (Worm),49,Vulnerabilidad de red,7,64,17747
Troyano,41,Descarga de archivos,9,35,12128
Gusano (Worm),35,Vulnerabilidad de red,5,44,7567
Gusano (Worm),22,Sitio web comprometido,6,110,5072
Botnet,34,Sitio web comprometido,5,173,2829
Adware,54,Sitio web comprometido,2,15,248
Spyware,58,Correo electrónico,6,29,3288
Gusano (Worm),21,Vulnerabilidad de red,9,77,553
Ataque DDoS,43,Sitio web comprometido,9,13,18721
Adware,37,Descarga de archivos,1,19,1879
Troyano,60,Descarga de archivos,8,93,720
Troyano,25,Descarga de archivos,6,34,14109
Adware,34,Descarga de archivos,4,8,1863
Troyano,70,Descarga de archivos,8,81,10057
Ataque DDoS,56,Vulnerabilidad de red,10,41,33485
Gusano (Worm),31,USB,8,85,12982
Phishing,57,Sitio web comprometido,5,33,14265
Rootkit,19,Vulnerabilidad de red,7,272,34780
Ataque DDoS,30,Vulnerabilidad de red,9,60,13659
Adware,45,Descarga de archivos,2,13,1668
Phishing,54,Ingeniería social,6,73,10904
Phishing,57,Correo electrónico,6,14,12892
Ataque DDoS,26,Vulnerabilidad de red,5,162,5453
Rootkit,16,Vulnerabilidad de red,10,258,32184
Gusano (Worm),28,Vulnerabilidad de red,7,85,9295
Adware,37,Descarga de archivos,4,20,1113
Troyano,29,Descarga de archivos,8,107,12665
Adware,69,Sitio web comprometido,4,19,1209
Troyano,61,Descarga de archivos,6,20,5676
Ataque DDoS,59,Sitio web comprometido,10,49,11567
Rootkit,28,Descarga de archivos,9,168,9985
Spyware,29,Sitio web comprometido,7,21,1536
Ransomware,43,Descarga de archivos,8,336,34482
Spyware,35,Descarga de archivos,6,38,2132
Gusano (Worm),25,Sitio web comprometido,9,10,1683
Botnet,17,Vulnerabilidad de red,6,130,9730
Spyware,22,Sitio web comprometido,5,59,430
Spyware,20,Sitio web comprometido,7,4,212
Rootkit,29,USB,8,193,19496
Botnet,39,Correo electrónico,9,122,21600
Troyano,43,Correo electrónico,5,40,11238
Ataque DDoS,51,Vulnerabilidad de red,9,105,13509
Ataque DDoS,49,Vulnerabilidad de red,6,45,10561
Spyware,39,Descarga de archivos,4,20,4496
Virus,62,Descarga de archivos,7,22,615
Ransomware,29,Correo electrónico,10,377,9626
Botnet,30,Vulnerabilidad de red,7,88,3303
Rootkit,22,Descarga de archivos,8,185,39240
Virus,51,Sitio web comprometido,6,12,4799
Gusano (Worm),57,Vulnerabilidad de red,6,60,15028
Phishing,84,Correo electrónico,5,95,8995
Gusano (Worm),56,Correo electrónico,5,78,5967
Botnet,39,Descarga de archivos,8,173,20255
Botnet,13,Correo electrónico,5,177,17385
Troyano,56,Descarga de archivos,9,89,4578
Ransomware,47,Correo electrónico,10,132,28790
Adware,88,Descarga de archivos,2,18,838
Spyware,53,Correo electrónico,6,18,4149
Phishing,89,Correo electrónico,8,67,9180
Adware,41,Descarga de archivos,2,14,422
Ransomware,37,Sitio web comprometido,10,327,23983
Troyano,69,Sitio web comprometido,6,59,6047
Ataque DDoS,25,Sitio web comprometido,6,40,6203
Botnet,35,Sitio web comprometido,6,109,21339
Virus,70,Correo electrónico,3,7,3172
Virus,68,USB,7,48,386
Botnet,11,Correo electrónico,9,181,11734
Troyano,28,Sitio web comprometido,7,44,4478
Phishing,74,Correo electrónico,6,60,5554
Troyano,37,Descarga de archivos,5,90,17263
Adware,77,Descarga de archivos,4,1,1803
Adware,90,Descarga de archivos,4,15,1238
Ransomware,47,Correo electrónico,9,119,41840
Adware,83,Sitio web comprometido,2,20,1975
Ataque DDoS,31,Vulnerabilidad de red,6,168,30036
Spyware,49,Descarga de archivos,7,12,3266
Spyware,21,Sitio web comprometido,6,60,2373
Ransomware,30,Correo electrónico,9,173,47999
Ataque DDoS,59,Vulnerabilidad de red,8,41,2891
Adware,59,Descarga de archivos,4,8,1500
Troyano,45,Sitio web comprometido,7,103,11717
Phishing,56,Sitio web comprometido,7,66,10882
Troyano,58,Descarga de archivos,9,63,6362
Ataque DDoS,57,Vulnerabilidad de red,8,88,7812
Spyware,38,Descarga de archivos,6,46,2192
Ataque DDoS,42,Vulnerabilidad de red,8,77,6692
Gusano (Worm),37,USB,7,28,12619
Adware,42,Sitio web comprometido,1,4,328
Virus,82,Sitio web comprometido,4,55,297
Phishing,40,Correo electrónico,4,77,3341
Troyano,29,Ingeniería social,6,57,9738
Ransomware,47,Sitio web comprometido,8,100,24101
Virus,33,Descarga de archivos,6,75,2067
Adware,53,Descarga de archivos,2,6,1067
Ransomware,55,Correo electrónico,10,340,11621
Phishing,86,Ingeniería social,8,26,2891
Ransomware,12,Vulnerabilidad de red,7,474,41854
Adware,66,Sitio web comprometido,4,1,569
Phishing,52,Correo electrónico,8,62,4796
Botnet,22,Descarga de archivos,6,158,13894
Ransomware,45,Descarga de archivos,8,106,46038
Ransomware,30,Sitio web comprometido,9,422,6867
Virus,55,Descarga de archivos,5,39,3484
Troyano,29,Sitio web comprometido,6,53,8398
Virus,61,Correo electrónico,5,35,4761
Ransomware,46,Vulnerabilidad de red,9,494,39196
Ransomware,53,Vulnerabilidad de red,8,254,14411
Spyware,51,Sitio web comprometido,5,4,3960
Gusano (Worm),49,Vulnerabilidad de red,9,109,12975
Adware,31,Sitio web comprometido,4,6,1808
Rootkit,24,Vulnerabilidad de red,8,253,23381
Spyware,59,Descarga de archivos,5,51,3237
Gusano (Worm),62,Vulnerabilidad de red,7,126,1411
Botnet,23,Vulnerabilidad de red,5,50,9995
Phishing,84,Correo electrónico,5,97,5750
Spyware,30,Descarga de archivos,6,28,5889
Ataque DDoS,56,Sitio web comprometido,5,130,34596
Virus,81,Sitio web comprometido,3,60,7108
Phishing,47,Ingeniería social,6,9,621
Phishing,66,Correo electrónico,4,52,4939
Rootkit,15,Vulnerabilidad de red,8,292,39447
Ataque DDoS,59,Vulnerabilidad de red,6,20,21215
Gusano (Worm),64,Vulnerabilidad de red,6,11,686
Troyano,25,Descarga de archivos,8,78,10896
Ransomware,28,Vulnerabilidad de red,10,421,37492
Ransomware,53,Correo electrónico,9,143,43365
Phishing,50,Correo electrónico,8,90,3650
Gusano (Worm),58,Correo electrónico,8,63,16490
Spyware,49,Descarga de archivos,3,35,1997
Ataque DDoS,36,Vulnerabilidad de red,10,139,1767
Rootkit,13,Descarga de archivos,7,108,26828
Rootkit,25,Vulnerabilidad de red,7,110,7691
Virus,51,Descarga de archivos,6,66,7215
Gusano (Worm),65,Vulnerabilidad de red,8,117,6475
Ransomware,53,Descarga de archivos,9,82,31142
Botnet,22,Sitio web comprometido,7,127,13842
Ataque DDoS,48,Ingeniería social,6,13,29744
Phishing,62,Ingeniería social,8,72,3447
Botnet,23,Vulnerabilidad de red,6,30,23939
Virus,82,Descarga de archivos,4,54,7551
Ataque DDoS,33,Sitio web comprometido,6,102,12759
Phishing,89,Ingeniería social,8,20,14341
Botnet,50,Vulnerabilidad de red,5,150,17510
Ransomware,45,Vulnerabilidad de red,9,229,38418
Phishing,60,Correo electrónico,5,58,9967
Rootkit,20,Sitio web comprometido,9,209,4034
Ransomware,22,Correo electrónico,7,97,14171
Ransomware,10,Correo electrónico,9,296,16708
Spyware,38,Descarga de archivos,3,5,2175
Ransomware,30,Correo electrónico,10,205,43415
Ransomware,27,Vulnerabilidad de red,8,56,36051
Troyano,38,Descarga de archivos,7,117,5015
Gusano (Worm),36,Vulnerabilidad de red,8,49,14473
Ransomware,50,Vulnerabilidad de red,7,253,15756
Troyano,40,Sitio web comprometido,9,22,7652
Virus,63,USB,5,54,3063
Adware,58,Sitio web comprometido,2,8,1317
Phishing,69,Ingeniería social,4,16,712
Spyware,34,Correo electrónico,6,12,5332
Phishing,82,Correo electrónico,5,86,2690
Phishing,72,Ingeniería social,7,60,11551
Gusano (Worm),31,Vulnerabilidad de red,5,54,19331
Phishing,60,Ingeniería social,5,43,14656
Gusano (Worm),64,Sitio web comprometido,5,116,4447
Ransomware,51,Vulnerabilidad de red,8,277,27033
Virus,67,USB,4,63,4521
Spyware,20,Descarga de archivos,6,11,1475
Virus,76,Correo electrónico,6,28,6409
Ransomware,38,Vulnerabilidad de red,7,151,27851
Botnet,19,Vulnerabilidad de red,7,68,13840
Troyano,63,Sitio web comprometido,7,54,6798
Ransomware,39,Correo electrónico,7,97,23262
Ransomware,25,Sitio web comprometido,10,58,17965
Botnet,32,Vulnerabilidad de red,5,56,18134
Virus,66,Sitio web comprometido,6,65,4301
Rootkit,19,Vulnerabilidad de red,9,49,31311
Adware,59,Descarga de archivos,4,19,761
Virus,73,Correo electrónico,6,27,6888
Adware,38,Sitio web comprometido,1,11,1847
Ataque DDoS,60,Vulnerabilidad de red,8,83,33194
Troyano,27,Sitio web comprometido,7,20,15288
Gusano (Worm),27,Vulnerabilidad de red,5,78,11486
Rootkit,20,Vulnerabilidad de red,9,191,15138
Phishing,63,Ingeniería social,6,93,12885
Botnet,44,Vulnerabilidad de red,6,108,14932
Adware,45,Descarga de archivos,3,8,1800
Ataque DDoS,34,Vulnerabilidad de red,6,103,22824
Ransomware,40,Correo electrónico,8,196,46144
Spyware,43,Sitio web comprometido,3,36,1502
Spyware,30,USB,7,33,5849
Phishing,51,Correo electrónico,7,62,11836
Ransomware,30,Correo electrónico,9,365,7334
Phishing,68,Sitio web comprometido,6,77,14401
Adware,56,Descarga de archivos,4,19,1320
Troyano,48,Correo electrónico,9,39,16898
Phishing,58,Correo electrónico,7,83,1134
Phishing,52,Correo electrónico,5,92,8350
Virus,53,USB,4,24,6076
Gusano (Worm),46,USB,5,73,6919
Botnet,41,Sitio web comprometido,7,187,13409
Gusano (Worm),22,Correo electrónico,8,74,3674
Phishing,47,Sitio web comprometido,5,45,14054
Ransomware,32,Correo electrónico,8,462,46308
Spyware,22,Descarga de archivos,6,52,5353
Gusano (Worm),55,Vulnerabilidad de red,9,147,19585
Spyware,32,Sitio web comprometido,3,23,5533
Ransomware,15,Vulnerabilidad de red,7,367,35993
Ransomware,34,Descarga de archivos,10,436,27175
Ataque DDoS,26,Vulnerabilidad de red,7,36,30567
Ransomware,22,Correo electrónico,9,411,6194
Adware,77,Sitio web comprometido,2,20,1155
Ransomware,19,Correo electrónico,10,327,31998
Gusano (Worm),20,USB,6,121,12328
Virus,34,Correo electrónico,4,35,7797
Ransomware,53,Correo electrónico,7,484,24074
Troyano,36,Descarga de archivos,5,101,8533
Adware,86,Descarga de archivos,4,1,1505
Phishing,64,Ingeniería social,7,82,4748
Botnet,46,Vulnerabilidad de red,6,22,14371
Botnet,19,Descarga de archivos,9,29,21496
Gusano (Worm),28,Sitio web comprometido,6,37,6046
Adware,62,Sitio web comprometido,4,20,1930
Adware,62,Correo electrónico,4,15,1694
Gusano (Worm),52,Vulnerabilidad de red,8,51,18580
Phishing,74,Ingeniería social,5,51,5640
Ataque DDoS,20,Ingeniería social,7,136,7163
Ataque DDoS,38,Vulnerabilidad de red,9,153,7958
Rootkit,34,Descarga de archivos,7,188,15786
Botnet,36,Vulnerabilidad de red,6,186,11265
Adware,36,Sitio web comprometido,2,2,807
Phishing,57,Ingeniería social,8,19,11023
Phishing,57,Ingeniería social,4,12,2858
Rootkit,35,USB,9,129,22885
Phishing,60,Sitio web comprometido,7,98,4155
Adware,33,Descarga de archivos,3,17,1001
Adware,34,Sitio web comprometido,4,9,344
Troyano,51,Sitio web comprometido,6,58,7701
Adware,57,Correo electrónico,4,5,1811
Spyware,47,Descarga de archivos,6,16,894
Ataque DDoS,32,Vulnerabilidad de red,8,140,21473
Botnet,11,Correo electrónico,8,26,8859
Ataque DDoS,29,Vulnerabilidad de red,8,171,20524
Gusano (Worm),54,Sitio web comprometido,6,14,12449
Botnet,22,Descarga de archivos,7,184,17115
Ataque DDoS,60,Vulnerabilidad de red,10,69,21910
Botnet,47,Correo electrónico,6,96,8344
Adware,74,Descarga de archivos,3,2,693
Phishing,69,Ingeniería social,4,22,5291
Adware,43,Descarga de archivos,3,13,1380
Phishing,98,Correo electrónico,5,95,11541
Gusano (Worm),32,USB,5,91,2705
Ransomware,49,Sitio web comprometido,9,347,30590
Phishing,81,Ingeniería social,7,27,5476
Virus,65,Descarga de archivos,3,78,2703
Botnet,47,Correo electrónico,9,71,24319
Adware,65,Sitio web comprometido,3,17,1086
Ransomware,17,Vulnerabilidad de red,8,215,41567
Gusano (Worm),25,USB,8,120,9873
Phishing,61,Ingeniería social,6,59,14951
Ataque DDoS,56,Vulnerabilidad de red,9,122,18351
Botnet,35,Vulnerabilidad de red,8,116,13027
Troyano,28,Sitio web comprometido,6,50,10574
Phishing,45,Ingeniería social,8,41,8635
Virus,83,Correo electrónico,5,26,6661
Ransomware,29,Sitio web comprometido,10,173,22711
Troyano,56,Correo electrónico,6,96,2098
Spyware,46,Correo electrónico,5,56,3915
Ataque DDoS,59,Ingeniería social,7,175,21513
Adware,71,Descarga de archivos,1,11,530
Phishing,65,Correo electrónico,8,63,4244
Troyano,68,Correo electrónico,5,18,8704
Virus,70,Sitio web comprometido,4,42,5536
Adware,40,Sitio web comprometido,1,20,423
Virus,69,Descarga de archivos,3,7,6359
Adware,81,Sitio web comprometido,2,18,1964
Gusano (Worm),62,Vulnerabilidad de red,9,67,16997
Ataque DDoS,25,Vulnerabilidad de red,10,140,2106
Phishing,94,Correo electrónico,7,82,10392
Gusano (Worm),31,USB,8,104,14467
Phishing,78,Ingeniería social,8,13,7398
Spyware,54,USB,5,39,3844
Virus,68,USB,3,78,3254
Spyware,38,Descarga de archivos,5,19,3326
Botnet,23,Vulnerabilidad de red,9,178,3964
Botnet,16,Descarga de archivos,7,130,9338
Phishing,51,Ingeniería social,5,84,3743
Spyware,43,Descarga de archivos,3,55,2968
Adware,76,Descarga de archivos,3,17,1480
Troyano,32,Correo electrónico,6,68,6254
Ransomware,37,Vulnerabilidad de red,8,393,34091
Phishing,63,Correo electrónico,5,43,7320
Ransomware,37,Sitio web comprometido,7,187,44348
Botnet,48,Vulnerabilidad de red,9,52,9276
Ransomware,34,Correo electrónico,8,50,6505
Botnet,27,Correo electrónico,7,72,1607
Gusano (Worm),47,Vulnerabilidad de red,7,104,3271
Rootkit,35,Vulnerabilidad de red,8,163,5394
Troyano,65,Descarga de archivos,5,55,7623
Troyano,55,Ingeniería social,7,111,5986
Adware,69,Correo electrónico,4,4,1859
Ransomware,26,Descarga de archivos,9,403,39507
Phishing,92,Correo electrónico,4,43,5064
Adware,89,Sitio web comprometido,1,10,1602
Ataque DDoS,32,Ingeniería social,8,25,15755
Virus,82,Correo electrónico,5,23,7042
Rootkit,14,Vulnerabilidad de red,10,72,5519
Ataque DDoS,59,Sitio web comprometido,9,81,25433
Gusano (Worm),35,Vulnerabilidad de red,5,11,19150
Phishing,72,Correo electrónico,8,61,12227
Adware,89,Descarga de archivos,2,13,690
Ransomware,14,Correo electrónico,9,353,12950
Gusano (Worm),56,Correo electrónico,9,62,13998
Ataque DDoS,27,Vulnerabilidad de red,8,20,23441
Rootkit,31,Descarga de archivos,9,273,8311
Rootkit,5,USB,8,240,16434
Spyware,41,Sitio web comprometido,4,60,2617
Ataque DDoS,15,Vulnerabilidad de red,10,110,19634
Virus,30,USB,7,56,6886
Rootkit,17,Vulnerabilidad de red,7,261,28251
Phishing,61,Ingeniería social,8,43,3639
Ransomware,31,Vulnerabilidad de red,7,265,22864
Ransomware,45,Vulnerabilidad de red,10,330,47104
Virus,32,Correo electrónico,4,10,4252
Troyano,63,Correo electrónico,9,105,12895
Spyware,46,Sitio web comprometido,4,28,2207
Virus,33,Sitio web comprometido,5,62,4851
Adware,54,Sitio web comprometido,3,12,1085
Virus,48,USB,6,68,3030
Spyware,37,USB,7,56,4677
Ataque DDoS,33,Vulnerabilidad de red,7,30,29108
Virus,33,Sitio web comprometido,6,40,7051
Adware,52,Sitio web comprometido,4,3,1912
Botnet,19,Vulnerabilidad de red,6,129,21710
Ataque DDoS,57,Ingeniería social,5,31,29089
Adware,47,Sitio web comprometido,4,17,1571
Virus,31,Descarga de archivos,7,74,3220
Spyware,46,USB,5,7,5616
Rootkit,25,Vulnerabilidad de red,10,139,17265
